Age,Gender,self_employed,family_history,treatment,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,year,work_treatment_interfere,work_no_treatment_interfere,Continent
29,m,No,No,0,More than 1000,Never,1.0,Yes,No,No,No,Don't know,Very easy,Yes,Maybe,Some of them,No,No,No,Don't know,0.0,2014,Rarely,Rarely,North America
30,m,Yes,No,1,6-25,Sometimes,1.0,No,Not sure,No,Yes,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,0.0,2014,Often,Often,North America
35,m,No,No,0,26-100,Never,1.0,Yes,No,Yes,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Yes,0.0,2014,Never,Never,North America
35,m,No,Yes,1,100-500,Sometimes,0.0,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,No,No,Maybe,No,0.0,2014,Rarely,Rarely,North America
38,m,No,Yes,0,26-100,Sometimes,1.0,No,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,0.0,2014,Often,Often,Europe
22,m,No,Yes,1,100-500,Never,1.0,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,0.0,2014,Sometimes,Sometimes,Europe
24,m,No,Yes,0,100-500,Never,1.0,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,Europe
22,m,Yes,No,0,1-5,Never,1.0,Don't know,Not sure,No,No,Don't know,Don't know,No,Maybe,Some of them,Yes,Maybe,Yes,No,1.0,2014,Never,Never,Europe
31,f,No,No,1,26-100,Sometimes,1.0,Yes,Yes,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,Yes,Don't know,0.0,2014,Often,Often,North America
23,f,No,Yes,1,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
31,f,No,Yes,1,100-500,Never,1.0,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
28,f,No,Yes,1,500-1000,Never,1.0,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,Maybe,No,No,Some of them,No,No,No,0.0,2014,Rarely,Rarely,North America
37,m,No,Yes,1,100-500,Never,0.0,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
34,m,Yes,Yes,1,6-25,Never,1.0,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some of them,No,No,No,0.0,2014,Sometimes,Sometimes,North America
32,other,No,No,0,26-100,Sometimes,1.0,No,Yes,No,No,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,1.0,2014,Sometimes,Sometimes,North America
28,m,No,Yes,1,26-100,Sometimes,1.0,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Some of them,No,No,Don't know,1.0,2014,Sometimes,Sometimes,North America
24,f,No,No,1,100-500,Never,1.0,No,No,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,Europe
56,m,No,Yes,1,6-25,Never,1.0,Yes,Yes,No,No,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,No,Don't know,0.0,2014,Rarely,Rarely,North America
31,m,No,No,0,6-25,Sometimes,1.0,No,No,No,No,No,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2014,Sometimes,Sometimes,Europe
34,f,No,No,1,100-500,Sometimes,1.0,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
35,m,No,No,1,100-500,Never,0.0,Don't know,No,Yes,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Rarely,Rarely,Europe
28,m,No,No,0,26-100,Never,1.0,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,Don't know,0.0,2014,Never,Never,Europe
36,m,Yes,Yes,1,6-25,Never,1.0,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,1.0,2014,Often,Often,Europe
30,m,No,No,1,26-100,Never,1.0,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,0.0,2014,Often,Often,Europe
35,m,Yes,No,0,1-5,Sometimes,1.0,Yes,Not sure,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
49,m,Yes,Yes,1,1-5,Sometimes,1.0,No,Yes,Yes,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,1.0,2014,Sometimes,Sometimes,Asia
36,m,No,No,0,26-100,Never,1.0,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
35,m,No,No,0,26-100,Never,1.0,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
29,f,No,Yes,1,More than 1000,Never,0.0,Yes,Yes,Yes,Yes,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,1.0,2014,Sometimes,Sometimes,Oceania
57,m,No,No,0,26-100,Never,1.0,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,Don't know,1.0,2014,Never,Never,North America
31,f,No,Yes,1,100-500,Never,0.0,Yes,No,No,No,No,Don't know,Maybe,No,Some of them,No,No,No,Don't know,1.0,2014,Rarely,Rarely,Europe
37,m,Yes,No,0,6-25,Never,1.0,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,0.0,2014,Never,Never,Europe
25,m,No,Yes,1,26-100,Never,1.0,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,0.0,2014,Sometimes,Sometimes,Europe
30,m,No,No,0,26-100,Never,1.0,No,No,No,No,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,Oceania
26,f,No,Yes,0,100-500,Never,0.0,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,0.0,2014,Sometimes,Sometimes,Oceania
22,f,No,No,0,6-25,Never,1.0,No,No,No,No,Don't know,Don't know,No,No,No,Some of them,No,Yes,Don't know,0.0,2014,Often,Often,Europe
39,m,No,No,0,More than 1000,Sometimes,0.0,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Rarely,Rarely,North America
29,m,No,Yes,1,100-500,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,0.0,2014,Never,Never,Europe
54,m,Yes,Yes,1,1-5,Sometimes,1.0,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Yes,Yes,Yes,Don't know,1.0,2014,Sometimes,Sometimes,Europe
34,f,No,Yes,0,500-1000,Never,0.0,Don't know,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,1.0,2014,Never,Never,Oceania
32,m,No,No,1,500-1000,Never,0.0,Yes,Not sure,Yes,Yes,Don't know,Very easy,Maybe,No,No,No,No,No,Yes,0.0,2014,Never,Never,North America
25,m,No,No,0,6-25,Never,1.0,No,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Yes,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Africa
29,m,No,No,0,1-5,Never,1.0,No,No,No,No,No,Somewhat difficult,No,Maybe,Some of them,No,No,No,Yes,0.0,2014,Rarely,Rarely,Europe
32,m,Yes,No,0,1-5,Sometimes,1.0,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Never,Never,Europe
30,m,No,Yes,1,More than 1000,Never,1.0,Yes,Yes,No,Don't know,Yes,Don't know,Maybe,No,Some of them,Yes,No,Yes,Yes,0.0,2014,Sometimes,Sometimes,Europe
31,m,No,No,0,6-25,Never,1.0,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
20,f,No,No,0,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,0.0,2014,Rarely,Rarely,Europe
27,m,No,No,0,1-5,Never,1.0,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,0.0,2014,Never,Never,Europe
32,m,No,No,0,More than 1000,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,0.0,2014,Never,Never,North America
26,m,Yes,No,0,1-5,Sometimes,1.0,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,0.0,2014,Never,Never,Europe
30,m,No,No,0,More than 1000,Never,0.0,Don't know,No,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,Europe
30,m,No,No,1,26-100,Sometimes,1.0,No,No,Don't know,No,Don't know,Very difficult,Maybe,Maybe,Some of them,No,No,No,No,0.0,2014,Sometimes,Sometimes,Europe
22,m,Yes,No,0,1-5,Sometimes,1.0,Don't know,No,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Yes,1.0,2014,Not applicable to me,Not applicable to me,Asia
24,m,No,No,0,More than 1000,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
26,m,No,No,0,26-100,Never,1.0,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,0.0,2014,Never,Never,Europe
43,m,No,No,0,100-500,Never,1.0,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
26,m,No,No,0,26-100,Never,1.0,No,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,No,No,Maybe,Don't know,0.0,2014,Never,Never,Europe
23,m,No,Yes,0,6-25,Never,1.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
26,m,No,No,0,100-500,Sometimes,1.0,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
26,f,No,Yes,0,100-500,Never,1.0,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,0.0,2014,Never,Never,Asia
35,m,No,Yes,0,26-100,Never,1.0,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,0.0,2014,Sometimes,Sometimes,North America
28,m,No,No,1,26-100,Sometimes,0.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
22,m,No,No,0,26-100,Never,1.0,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Asia
29,f,No,Yes,1,6-25,Never,1.0,Don't know,No,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,0.0,2014,Rarely,Rarely,North America
29,m,Yes,No,0,1-5,Never,1.0,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
45,m,No,No,1,1-5,Sometimes,1.0,Yes,Not sure,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,0.0,2014,Often,Often,North America
33,m,No,No,1,26-100,Sometimes,1.0,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,1.0,2014,Rarely,Rarely,Europe
38,m,No,No,1,More than 1000,Never,0.0,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
19,other,No,Yes,1,26-100,Never,0.0,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,No,No,No,Maybe,No,0.0,2014,Often,Often,North America
29,f,No,No,1,More than 1000,Sometimes,0.0,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,Don't know,0.0,2014,Rarely,Rarely,North America
21,f,No,No,0,6-25,Never,1.0,No,No,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
23,f,No,Yes,1,More than 1000,Never,1.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,0.0,2014,Sometimes,Sometimes,Asia
33,f,No,Yes,1,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Rarely,Rarely,North America
49,m,No,Yes,1,100-500,Never,1.0,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
28,m,No,No,0,26-100,Sometimes,1.0,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
27,f,No,No,1,6-25,Sometimes,1.0,Don't know,Not sure,Yes,Don't know,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2014,Sometimes,Sometimes,Europe
23,m,No,No,1,6-25,Never,1.0,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
29,m,No,No,0,1-5,Sometimes,1.0,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,0.0,2014,Never,Never,Europe
30,m,No,No,0,26-100,Never,1.0,Don't know,No,No,Don't know,Yes,Somewhat easy,No,No,Some of them,No,Maybe,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
28,f,No,No,0,More than 1000,Never,1.0,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
32,m,No,No,0,6-25,Never,1.0,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Yes,No,0.0,2014,Not applicable to me,Not applicable to me,Europe
32,m,No,No,1,26-100,Never,0.0,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,0.0,2014,Sometimes,Sometimes,Europe
37,m,No,No,0,100-500,Never,1.0,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,0.0,2014,Not applicable to me,Not applicable to me,Europe
39,f,No,No,0,More than 1000,Sometimes,0.0,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,0.0,2014,Not applicable to me,Not applicable to me,North America
31,m,No,No,0,500-1000,Never,1.0,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
29,m,No,No,0,6-25,Never,1.0,No,No,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
30,m,No,No,0,100-500,Never,0.0,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
33,m,Yes,Yes,1,1-5,Sometimes,1.0,No,Yes,Yes,Yes,No,Very difficult,No,No,Yes,Yes,No,No,Yes,1.0,2014,Rarely,Rarely,North America
37,m,No,Yes,1,100-500,Never,1.0,Yes,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,Yes,Yes,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
23,m,No,No,1,26-100,Never,0.0,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,0.0,2014,Often,Often,North America
43,m,No,Yes,1,26-100,Never,0.0,Yes,Not sure,No,Yes,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,0.0,2014,Sometimes,Sometimes,North America
32,m,No,No,1,100-500,Never,1.0,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,No,1.0,2014,Rarely,Rarely,Europe
26,m,No,No,0,26-100,Never,1.0,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,0.0,2014,Never,Never,North America
32,m,Yes,No,1,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,0.0,2014,Sometimes,Sometimes,North America
37,f,No,No,0,26-100,Sometimes,1.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
29,m,No,No,1,26-100,Never,1.0,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2014,Often,Often,North America
34,m,No,No,0,6-25,Never,1.0,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
27,m,No,No,0,6-25,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
30,m,No,Yes,0,100-500,Never,1.0,Don't know,No,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Never,Never,North America
29,m,No,No,0,6-25,Never,1.0,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,No,0.0,2014,Never,Never,North America
32,m,Yes,Yes,1,1-5,Sometimes,1.0,Yes,Yes,Don't know,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No,No,0.0,2014,Sometimes,Sometimes,North America
25,m,No,No,0,500-1000,Never,1.0,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,Yes,Yes,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
37,m,Yes,No,0,6-25,Sometimes,1.0,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
29,m,No,Yes,0,6-25,Never,1.0,No,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
27,m,No,No,0,26-100,Never,1.0,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
33,m,No,No,0,6-25,Never,1.0,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
30,m,No,Yes,1,More than 1000,Never,0.0,Don't know,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes,No,1.0,2014,Sometimes,Sometimes,North America
29,m,No,No,0,1-5,Sometimes,1.0,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
25,m,No,Yes,1,6-25,Sometimes,1.0,Don't know,No,Yes,Don't know,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,No,0.0,2014,Never,Never,North America
33,m,No,Yes,1,1-5,Never,0.0,No,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
31,m,No,No,0,100-500,Sometimes,1.0,No,No,No,No,No,Don't know,No,No,Some of them,Some of them,No,Maybe,No,0.0,2014,Never,Never,Africa
21,m,No,No,0,6-25,Sometimes,1.0,Don't know,No,No,No,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,0.0,2014,Rarely,Rarely,Europe
30,m,No,Yes,1,26-100,Never,1.0,Don't know,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,0.0,2014,Sometimes,Sometimes,Europe
29,m,No,No,0,More than 1000,Never,0.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,No,0.0,2014,Not applicable to me,Not applicable to me,North America
43,m,Yes,No,1,1-5,Sometimes,1.0,No,No,No,No,Yes,Very difficult,Yes,No,Yes,No,No,Maybe,No,1.0,2014,Sometimes,Sometimes,Europe
37,m,No,No,1,6-25,Never,1.0,No,No,No,No,Don't know,Don't know,Yes,No,Yes,Yes,Maybe,Yes,No,0.0,2014,Often,Often,Europe
24,m,No,No,0,26-100,Never,1.0,No,No,Yes,No,Don't know,Don't know,Maybe,No,Yes,Some of them,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
29,m,No,No,0,6-25,Sometimes,1.0,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
31,m,No,No,0,26-100,Never,0.0,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
33,m,Yes,No,0,100-500,Never,0.0,No,Not sure,No,No,Don't know,Very easy,No,No,Yes,Some of them,No,Yes,No,0.0,2014,Never,Never,Europe
43,m,No,No,0,More than 1000,Never,0.0,Yes,Yes,Don't know,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
33,m,No,No,1,26-100,Never,1.0,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,Europe
27,m,No,No,0,6-25,Never,1.0,No,No,No,Yes,Yes,Don't know,Maybe,No,Yes,Some of them,No,Yes,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
36,m,No,Yes,1,More than 1000,Sometimes,0.0,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
37,m,No,Yes,1,26-100,Never,1.0,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,1.0,2014,Sometimes,Sometimes,Oceania
32,m,No,No,0,6-25,Never,1.0,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,No,No,0.0,2014,Not applicable to me,Not applicable to me,Europe
39,m,No,No,1,100-500,Never,1.0,No,No,No,No,Don't know,Very easy,No,No,No,Some of them,No,Yes,Yes,0.0,2014,Sometimes,Sometimes,Europe
31,m,No,Yes,1,26-100,Never,1.0,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,0.0,2014,Sometimes,Sometimes,North America
36,m,No,No,1,100-500,Sometimes,1.0,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
30,m,Yes,No,1,26-100,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Yes,Don't know,0.0,2014,Sometimes,Sometimes,North America
28,m,No,No,0,6-25,Never,1.0,Yes,Not sure,No,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
32,m,No,No,0,6-25,Never,1.0,No,No,No,No,No,Somewhat difficult,Maybe,No,Some of them,No,Maybe,Maybe,No,0.0,2014,Not applicable to me,Not applicable to me,Europe
35,m,No,Yes,1,6-25,Never,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Rarely,Rarely,North America
19,m,No,No,1,26-100,Never,1.0,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,Yes,Don't know,0.0,2014,Sometimes,Sometimes,North America
33,m,No,Yes,0,26-100,Never,1.0,Yes,Yes,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
42,m,No,No,0,More than 1000,Sometimes,1.0,Don't know,Not sure,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
37,m,No,Yes,1,100-500,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
40,m,Yes,No,0,6-25,Never,1.0,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,0.0,2014,Never,Never,Asia
36,m,No,No,0,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Never,Never,North America
29,f,No,Yes,1,26-100,Sometimes,0.0,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
38,f,No,Yes,1,26-100,Never,0.0,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
26,m,No,Yes,1,More than 1000,Never,1.0,Yes,No,Yes,Don't know,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
34,m,No,No,0,26-100,Never,1.0,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,Maybe,Maybe,Yes,0.0,2014,Rarely,Rarely,Europe
21,m,No,No,1,More than 1000,Never,0.0,No,Yes,No,No,No,Don't know,Yes,No,Some of them,Some of them,No,Yes,No,1.0,2014,Often,Often,North America
31,m,Yes,Yes,0,1-5,Sometimes,1.0,No,Yes,No,No,Yes,Somewhat easy,No,No,No,No,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
37,f,No,Yes,1,26-100,Never,0.0,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Yes,Some of them,No,Maybe,Yes,0.0,2014,Rarely,Rarely,North America
37,m,No,Yes,1,1-5,Never,1.0,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2014,Sometimes,Sometimes,Europe
38,m,No,Yes,1,1-5,Never,1.0,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,0.0,2014,Sometimes,Sometimes,Europe
27,f,No,No,1,100-500,Never,1.0,Don't know,Not sure,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
